Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39
SRR2978814 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 4.0115983331006605e-05)	(4, 4.0115983331006605e-05)	(5, 4.0115983331006605e-05)	(6, 4.0115983331006605e-05)	(7, 4.0115983331006605e-05)	(8, 4.0115983331006605e-05)	(9, 4.0115983331006605e-05)	(10, 8.023196666201321e-05)	(11, 8.023196666201321e-05)	(12, 8.023196666201321e-05)	(13, 8.023196666201321e-05)	(14, 8.023196666201321e-05)	(15, 0.00016046393332402642)	(16, 0.00016046393332402642)	(17, 0.00020057991665503304)	(18, 0.00020057991665503304)	(19, 0.00028081188331704625)	(20, 0.00028081188331704625)	(21, 0.00036104384997905943)	(22, 0.0006017397499650991)	(23, 0.0009627835999441585)	(24, 0.0014040594165852312)	(25, 0.0017651032665642907)	(26, 0.002447074983191403)	(27, 0.0028883507998324755)	(28, 0.004011598333100661)	(29, 0.006057513482981998)	(30, 0.010189459766075678)	(31, 0.020178339615496324)	(32, 0.03373754198137656)	(33, 0.04958335539712416)	(34, 0.06815705567938023)	(35, 0.0898999186447858)	(36, 0.1141700885600448)	(37, 0.1488302981580345)	(38, 0.18978871713899226)	(39, 0.23355525495312046)	(40, 0.2810926952003633)
SRR2978815 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 7.412912181082619e-05)	(5, 0.00011119368271623929)	(6, 0.00011119368271623929)	(7, 0.00014825824362165238)	(8, 0.00014825824362165238)	(9, 0.00014825824362165238)	(10, 0.00014825824362165238)	(11, 0.00014825824362165238)	(12, 0.00014825824362165238)	(13, 0.00014825824362165238)	(14, 0.00014825824362165238)	(15, 0.00014825824362165238)	(16, 0.00014825824362165238)	(17, 0.00014825824362165238)	(18, 0.00014825824362165238)	(19, 0.00018532280452706546)	(20, 0.00018532280452706546)	(21, 0.0003335810481487178)	(22, 0.0005189038526757833)	(23, 0.0007042266572028487)	(24, 0.0012231305098786322)	(25, 0.0014825824362165237)	(26, 0.0022609382152301988)	(27, 0.003150487676960113)	(28, 0.0048554574786091155)	(29, 0.007153460254744727)	(30, 0.010711658101664384)	(31, 0.022942963200450705)	(32, 0.04054862963052192)	(33, 0.06163836478570198)	(34, 0.08621216866599085)	(35, 0.1160491401948484)	(36, 0.14996321342330138)	(37, 0.19436655738798628)	(38, 0.2434400360267532)	(39, 0.30066771806471104)	(40, 0.35934091797797996)
SRR2978816 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 6.425822553480514e-05)	(5, 6.425822553480514e-05)	(6, 6.425822553480514e-05)	(7, 6.425822553480514e-05)	(8, 6.425822553480514e-05)	(9, 0.00019277467660441545)	(10, 0.00019277467660441545)	(11, 0.00019277467660441545)	(12, 0.00019277467660441545)	(13, 0.00019277467660441545)	(14, 0.00019277467660441545)	(15, 0.00019277467660441545)	(16, 0.00019277467660441545)	(17, 0.00019277467660441545)	(18, 0.00032129112767402573)	(19, 0.00032129112767402573)	(20, 0.0003855493532088309)	(21, 0.000449807578743636)	(22, 0.0005783240298132463)	(23, 0.0006425822553480515)	(24, 0.0008353569319524669)	(25, 0.000899615157487272)	(26, 0.0010281316085568822)	(27, 0.0014779391873005184)	(28, 0.00224903789371818)	(29, 0.0037912353065535035)	(30, 0.006425822553480514)	(31, 0.013429969136774276)	(32, 0.023518510545738683)	(33, 0.03469944178879478)	(34, 0.04845070205324308)	(35, 0.06695707100726696)	(36, 0.08931893349337916)	(37, 0.11560054773711446)	(38, 0.14400268342349834)	(39, 0.17632457086750533)	(40, 0.21006013927327802)
SRR2978817 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 3.1407942691811445e-05)	(8, 3.1407942691811445e-05)	(9, 6.281588538362289e-05)	(10, 6.281588538362289e-05)	(11, 6.281588538362289e-05)	(12, 6.281588538362289e-05)	(13, 0.00012563177076724578)	(14, 0.00012563177076724578)	(15, 0.00021985559884268012)	(16, 0.00021985559884268012)	(17, 0.00021985559884268012)	(18, 0.000282671484226303)	(19, 0.00031407942691811445)	(20, 0.00031407942691811445)	(21, 0.00043971119768536023)	(22, 0.0005967509111444175)	(23, 0.0005967509111444175)	(24, 0.0010364621088297778)	(25, 0.0011620938795970236)	(26, 0.002041516274967744)	(27, 0.0029209386703384645)	(28, 0.004522743747620848)	(29, 0.007066787105657575)	(30, 0.010647292572524081)	(31, 0.022174007540418882)	(32, 0.03756389945940649)	(33, 0.05455559645567648)	(34, 0.07657256428263631)	(35, 0.10223285346184625)	(36, 0.13046859394178476)	(37, 0.1707021685299952)	(38, 0.21586679012082008)	(39, 0.26715596053654816)	(40, 0.32089495048223754)
SRR2978818 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 2.7561739674958893e-05)	(5, 2.7561739674958893e-05)	(6, 2.7561739674958893e-05)	(7, 2.7561739674958893e-05)	(8, 2.7561739674958893e-05)	(9, 5.5123479349917785e-05)	(10, 8.268521902487667e-05)	(11, 0.00013780869837479447)	(12, 0.00016537043804975334)	(13, 0.00016537043804975334)	(14, 0.00016537043804975334)	(15, 0.00019293217772471224)	(16, 0.00019293217772471224)	(17, 0.00024805565707463)	(18, 0.0003307408760995067)	(19, 0.0003307408760995067)	(20, 0.00041342609512438335)	(21, 0.00046854957447430115)	(22, 0.0007166052315489312)	(23, 0.00099222262829852)	(24, 0.0015710191614726567)	(25, 0.0016537043804975334)	(26, 0.002315186132696547)	(27, 0.002838859186520766)	(28, 0.005291854017592107)	(29, 0.008654386257937092)	(30, 0.014304542891303665)	(31, 0.03230235889905182)	(32, 0.05534397326731746)	(33, 0.08150006421885345)	(34, 0.113306311803756)	(35, 0.1497704933937266)	(36, 0.19359365947691126)	(37, 0.24984717015350236)	(38, 0.31629852450982826)	(39, 0.39046716597514264)	(40, 0.47028596407382356)
SRR2978819 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 4.637610183820955e-05)	(5, 9.27522036764191e-05)	(6, 9.27522036764191e-05)	(7, 9.27522036764191e-05)	(8, 9.27522036764191e-05)	(9, 0.00013912830551462865)	(10, 0.0001855044073528382)	(11, 0.0001855044073528382)	(12, 0.0001855044073528382)	(13, 0.0001855044073528382)	(14, 0.0001855044073528382)	(15, 0.0001855044073528382)	(16, 0.0001855044073528382)	(17, 0.0001855044073528382)	(18, 0.00023188050919104773)	(19, 0.00023188050919104773)	(20, 0.0002782566110292573)	(21, 0.0002782566110292573)	(22, 0.0003710088147056764)	(23, 0.00046376101838209547)	(24, 0.0006028893238967241)	(25, 0.0006956415275731433)	(26, 0.00102027424044061)	(27, 0.0013449069533080769)	(28, 0.00204054848088122)	(29, 0.0033390793323510876)	(30, 0.005286875609555888)	(31, 0.010852007830141034)	(32, 0.018133055818739932)	(33, 0.027315523982705425)	(34, 0.03747189028527331)	(35, 0.05036444659629557)	(36, 0.06497291867533157)	(37, 0.08375523991980645)	(38, 0.10819544558854288)	(39, 0.13718050923742384)	(40, 0.16778873645064216)
SRR2978820 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 0.0)	(13, 0.0)	(14, 0.0)	(15, 0.0)	(16, 0.0)	(17, 0.0)	(18, 0.0)	(19, 0.0)	(20, 0.0)	(21, 5.306320623811052e-05)	(22, 5.306320623811052e-05)	(23, 0.00010612641247622105)	(24, 0.0002653160311905526)	(25, 0.00037144244366677366)	(26, 0.0007428848873335473)	(27, 0.001114327331000321)	(28, 0.0019102754245719788)	(29, 0.0028123499306198577)	(30, 0.004616498942715616)	(31, 0.009498313916621783)	(32, 0.016821036377481037)	(33, 0.0241968220445784)	(34, 0.0347564000859624)	(35, 0.047597695995585144)	(36, 0.06425954275435185)	(37, 0.08537869883711983)	(38, 0.10872650958188847)	(39, 0.1361601872069916)	(40, 0.16247953750109442)
SRR2978821 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 3.476848362126274e-05)	(4, 0.00010430545086378821)	(5, 0.00010430545086378821)	(6, 0.00010430545086378821)	(7, 0.00010430545086378821)	(8, 0.00010430545086378821)	(9, 0.00010430545086378821)	(10, 0.00010430545086378821)	(11, 0.00010430545086378821)	(12, 0.00010430545086378821)	(13, 0.00013907393448505095)	(14, 0.00017384241810631368)	(15, 0.00024337938534883916)	(16, 0.00024337938534883916)	(17, 0.00031291635259136463)	(18, 0.0003824533198338901)	(19, 0.0003824533198338901)	(20, 0.0003824533198338901)	(21, 0.0004867587706976783)	(22, 0.0005910642215614665)	(23, 0.0007649066396677802)	(24, 0.0009387490577740939)	(25, 0.0010778229922591448)	(26, 0.0016341187301993486)	(27, 0.001842729631926925)	(28, 0.0029553211078073324)	(29, 0.004728513772491732)	(30, 0.007649066396677802)	(31, 0.015819660047674544)	(32, 0.026597889970265992)	(33, 0.039809913746345835)	(34, 0.055351425925050275)	(35, 0.07207506654687765)	(36, 0.09182356524375489)	(37, 0.12099432300199432)	(38, 0.1506866080145527)	(39, 0.18392527835647987)	(40, 0.21789408685445358)
SRR2978822 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 0.0)	(13, 0.0)	(14, 0.0)	(15, 0.0)	(16, 0.0)	(17, 0.0)	(18, 3.8195944431012205e-05)	(19, 3.8195944431012205e-05)	(20, 3.8195944431012205e-05)	(21, 7.639188886202441e-05)	(22, 0.00011458783329303662)	(23, 0.0002673716110170854)	(24, 0.0006111351108961953)	(25, 0.0007257229441892318)	(26, 0.0010694864440683417)	(27, 0.001489641832809476)	(28, 0.002750107999032879)	(29, 0.003628614720946159)	(30, 0.005462020053634745)	(31, 0.011496979273734673)	(32, 0.020167458659574443)	(33, 0.03032757987822369)	(34, 0.04178636320752735)	(35, 0.057943247701845516)	(36, 0.0763918888620244)	(37, 0.09946223929835578)	(38, 0.12516810990042698)	(39, 0.15228723044644565)	(40, 0.18490656699053007)
SRR2978823 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 8.067866896331945e-05)	(4, 8.067866896331945e-05)	(5, 8.067866896331945e-05)	(6, 8.067866896331945e-05)	(7, 8.067866896331945e-05)	(8, 8.067866896331945e-05)	(9, 8.067866896331945e-05)	(10, 8.067866896331945e-05)	(11, 8.067866896331945e-05)	(12, 0.00012101800344497916)	(13, 0.00012101800344497916)	(14, 0.0002016966724082986)	(15, 0.00028237534137161806)	(16, 0.00028237534137161806)	(17, 0.00028237534137161806)	(18, 0.00028237534137161806)	(19, 0.0003630540103349375)	(20, 0.0003630540103349375)	(21, 0.0003630540103349375)	(22, 0.00048407201377991666)	(23, 0.0006857686861882153)	(24, 0.0012101800344497917)	(25, 0.0013311980378947709)	(26, 0.002178324062009625)	(27, 0.0028237534137161807)	(28, 0.0042759694550559306)	(29, 0.0060912395067306176)	(30, 0.009358725599745056)	(31, 0.01758794983400364)	(32, 0.02880228481990504)	(33, 0.04126713917473789)	(34, 0.05615235359847033)	(35, 0.07398233943936393)	(36, 0.09257877263540906)	(37, 0.12021121675534598)	(38, 0.1507077536234807)	(39, 0.18523822393978145)	(40, 0.22130158896638524)
SRR2978824 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 7.407662560228927e-05)	(10, 7.407662560228927e-05)	(11, 7.407662560228927e-05)	(12, 7.407662560228927e-05)	(13, 0.00011111493840343389)	(14, 0.00014815325120457853)	(15, 0.00014815325120457853)	(16, 0.00014815325120457853)	(17, 0.00014815325120457853)	(18, 0.00022222987680686778)	(19, 0.00022222987680686778)	(20, 0.00025926818960801245)	(21, 0.00029630650240915706)	(22, 0.00040742144081259095)	(23, 0.0005185363792160249)	(24, 0.0005926130048183141)	(25, 0.0008148428816251819)	(26, 0.001222264322437773)	(27, 0.001814877327256087)	(28, 0.0030371416496938596)	(29, 0.004407559223336212)	(30, 0.006629857991404889)	(31, 0.014481980305247551)	(32, 0.024630478012761182)	(33, 0.03548270366349656)	(34, 0.05063137359916471)	(35, 0.0668911929188672)	(36, 0.08552146425784296)	(37, 0.11230016441307053)	(38, 0.1428197341612137)	(39, 0.17633940724624958)	(40, 0.2110443063409221)
SRR2978825 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 0.0)	(13, 0.0)	(14, 0.0)	(15, 0.0)	(16, 0.0)	(17, 0.0)	(18, 0.0)	(19, 0.0)	(20, 0.0)	(21, 0.00018277292109510223)	(22, 0.000328991257971184)	(23, 0.00036554584219020445)	(24, 0.0006214279317233476)	(25, 0.0007676462685994293)	(26, 0.0012428558634466952)	(27, 0.0017546200425129816)	(28, 0.0028147029848645745)	(29, 0.004423104690501474)	(30, 0.006652934327861721)	(31, 0.014256287845417975)	(32, 0.02357770682126819)	(33, 0.03586004711885906)	(34, 0.052199946264761196)	(35, 0.06905160958972963)	(36, 0.08754822920455398)	(37, 0.11481794903194323)	(38, 0.14676665563936708)	(39, 0.18262670275822615)	(40, 0.21998548783006505)
SRR2978826 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 0.0)	(13, 0.0)	(14, 0.0)	(15, 0.0)	(16, 7.429561258404227e-05)	(17, 7.429561258404227e-05)	(18, 7.429561258404227e-05)	(19, 0.00014859122516808454)	(20, 0.00018573903146010566)	(21, 0.00026003464404414795)	(22, 0.0003343302566281902)	(23, 0.0005200692880882959)	(24, 0.0007429561258404226)	(25, 0.0009286951573005284)	(26, 0.0014487644453888243)	(27, 0.0020059815397691413)	(28, 0.003306154759989881)	(29, 0.0048663626242547685)	(30, 0.007763891515032417)	(31, 0.015267748386020685)	(32, 0.02492617802194618)	(33, 0.036924919454269005)	(34, 0.053195658610174265)	(35, 0.0697635802164157)	(36, 0.0903434649021954)	(37, 0.11590115563110594)	(38, 0.1469567216912356)	(39, 0.17886668729608177)	(40, 0.21415710327350185)
SRR2978827 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 4.948285468567996e-05)	(8, 4.948285468567996e-05)	(9, 4.948285468567996e-05)	(10, 4.948285468567996e-05)	(11, 9.896570937135992e-05)	(12, 0.00014844856405703987)	(13, 0.00014844856405703987)	(14, 0.00019793141874271985)	(15, 0.00019793141874271985)	(16, 0.00029689712811407974)	(17, 0.00029689712811407974)	(18, 0.00029689712811407974)	(19, 0.00029689712811407974)	(20, 0.00029689712811407974)	(21, 0.0003958628374854397)	(22, 0.0008412085296565593)	(23, 0.0013360370765133588)	(24, 0.002573108443655358)	(25, 0.0030184541358264775)	(26, 0.004948285468567996)	(27, 0.006135873981024315)	(28, 0.008956396698108073)	(29, 0.01271709365421975)	(30, 0.017714861977473424)	(31, 0.03458851542529029)	(32, 0.05665786861510355)	(33, 0.08090446741108673)	(34, 0.11143538875215127)	(35, 0.1444404528274998)	(36, 0.1868967421478132)	(37, 0.23796304818343492)	(38, 0.29912385657493534)	(39, 0.3748821070987114)	(40, 0.44707759208511844)
SRR2978828 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 4.146045273985183e-05)	(7, 4.146045273985183e-05)	(8, 4.146045273985183e-05)	(9, 4.146045273985183e-05)	(10, 8.292090547970365e-05)	(11, 0.0001243813582195555)	(12, 0.0001243813582195555)	(13, 0.0001243813582195555)	(14, 0.0001243813582195555)	(15, 0.00020730226369925915)	(16, 0.00020730226369925915)	(17, 0.00020730226369925915)	(18, 0.00020730226369925915)	(19, 0.000248762716439111)	(20, 0.000248762716439111)	(21, 0.0003316836219188146)	(22, 0.00037314407465866646)	(23, 0.0005389858856180737)	(24, 0.0007462881493173329)	(25, 0.0007877486020571847)	(26, 0.0013681949404151102)	(27, 0.0016169576568542212)	(28, 0.002446166711651258)	(29, 0.00339975712466785)	(30, 0.005431319308920589)	(31, 0.012064991747296883)	(32, 0.021227751802804135)	(33, 0.030473432763791095)	(34, 0.0431188708494459)	(35, 0.05767148976113389)	(36, 0.07500195900639196)	(37, 0.09772228710783076)	(38, 0.12392529323941712)	(39, 0.1554352373217045)	(40, 0.18603305144371515)
SRR2978829 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.00011341498960551621)	(10, 0.00011341498960551621)	(11, 0.00011341498960551621)	(12, 0.00015121998614068828)	(13, 0.00015121998614068828)	(14, 0.00015121998614068828)	(15, 0.00015121998614068828)	(16, 0.00022682997921103242)	(17, 0.00026463497574620446)	(18, 0.00030243997228137655)	(19, 0.0003402449688165486)	(20, 0.0003780499653517207)	(21, 0.0006048799445627531)	(22, 0.0007560999307034414)	(23, 0.0009451249133793016)	(24, 0.0013609798752661944)	(25, 0.0014743948648717107)	(26, 0.0020036648163641196)	(27, 0.0024573247747861843)	(28, 0.003931719639657895)	(29, 0.006086604442162703)	(30, 0.009262224151117156)	(31, 0.01848664330569914)	(32, 0.03186961207915005)	(33, 0.04699161069321888)	(34, 0.06649898890536766)	(35, 0.08732954199624747)	(36, 0.10936985497625279)	(37, 0.14120166205886767)	(38, 0.1749993289613115)	(39, 0.2131823754618353)	(40, 0.25393616172675076)
SRR2978830 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 3.0866960314349124e-05)	(10, 3.0866960314349124e-05)	(11, 3.0866960314349124e-05)	(12, 3.0866960314349124e-05)	(13, 3.0866960314349124e-05)	(14, 3.0866960314349124e-05)	(15, 3.0866960314349124e-05)	(16, 9.260088094304737e-05)	(17, 9.260088094304737e-05)	(18, 9.260088094304737e-05)	(19, 0.0001234678412573965)	(20, 0.0001234678412573965)	(21, 0.0001234678412573965)	(22, 0.00018520176188609473)	(23, 0.00030866960314349123)	(24, 0.0008025409681730772)	(25, 0.0009568757697448228)	(26, 0.0013581462538313615)	(27, 0.0018211506585465982)	(28, 0.0035188334758358003)	(29, 0.005247383253439351)	(30, 0.008303212324559914)	(31, 0.01842757530766643)	(32, 0.031978170885665694)	(33, 0.04796725632849854)	(34, 0.06651829947742237)	(35, 0.08685962632457843)	(36, 0.10997897960002592)	(37, 0.1442104385886391)	(38, 0.1836584138703773)	(39, 0.22767469927863915)	(40, 0.2774939732259986)
SRR2978831 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 3.0258110762235095e-05)	(8, 3.0258110762235095e-05)	(9, 3.0258110762235095e-05)	(10, 6.051622152447019e-05)	(11, 6.051622152447019e-05)	(12, 6.051622152447019e-05)	(13, 6.051622152447019e-05)	(14, 6.051622152447019e-05)	(15, 6.051622152447019e-05)	(16, 9.077433228670528e-05)	(17, 9.077433228670528e-05)	(18, 0.00012103244304894038)	(19, 0.00012103244304894038)	(20, 0.00012103244304894038)	(21, 0.00015129055381117546)	(22, 0.00021180677533564566)	(23, 0.0003630973291468211)	(24, 0.0004841297721957615)	(25, 0.0005749041044824668)	(26, 0.0009077433228670528)	(27, 0.0011498082089649337)	(28, 0.001997035310307516)	(29, 0.0034796827376570357)	(30, 0.005476718047964552)	(31, 0.01164937264346051)	(32, 0.020545257207557628)	(33, 0.031196112195864382)	(34, 0.04390451871600312)	(35, 0.05903357409712067)	(36, 0.07676482700379043)	(37, 0.09839937619878852)	(38, 0.12590399888166023)	(39, 0.15685804619142674)	(40, 0.1908984207989412)
SRR2978832 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 3.3628309656200974e-05)	(9, 3.3628309656200974e-05)	(10, 3.3628309656200974e-05)	(11, 6.725661931240195e-05)	(12, 6.725661931240195e-05)	(13, 6.725661931240195e-05)	(14, 6.725661931240195e-05)	(15, 6.725661931240195e-05)	(16, 6.725661931240195e-05)	(17, 6.725661931240195e-05)	(18, 6.725661931240195e-05)	(19, 0.00010088492896860293)	(20, 0.0001345132386248039)	(21, 0.00023539816759340684)	(22, 0.00033628309656200974)	(23, 0.0007061945027802205)	(24, 0.0011433625283108332)	(25, 0.001244247457279436)	(26, 0.0022530967469654656)	(27, 0.002992919559401887)	(28, 0.004169910397368921)	(29, 0.006523892073302989)	(30, 0.009718581490642083)	(31, 0.021084950154438013)	(32, 0.035007070352105214)	(33, 0.05235927813470492)	(34, 0.07206546759323869)	(35, 0.09573979759120418)	(36, 0.12600527628178507)	(37, 0.16165128451735808)	(38, 0.20106366343442564)	(39, 0.2480424120241384)	(40, 0.2969043459545984)
SRR2978833 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 2.6239818294506273e-05)	(5, 5.2479636589012546e-05)	(6, 5.2479636589012546e-05)	(7, 5.2479636589012546e-05)	(8, 0.00010495927317802509)	(9, 0.00010495927317802509)	(10, 0.00010495927317802509)	(11, 0.00010495927317802509)	(12, 0.00010495927317802509)	(13, 0.00010495927317802509)	(14, 0.00013119909147253137)	(15, 0.0001836787280615439)	(16, 0.0001836787280615439)	(17, 0.0001836787280615439)	(18, 0.00020991854635605018)	(19, 0.00020991854635605018)	(20, 0.00026239818294506275)	(21, 0.00047231672930111296)	(22, 0.0008134343671296945)	(23, 0.0012595112781363012)	(24, 0.002309104009916552)	(25, 0.0027551809209231588)	(26, 0.0038834931075869285)	(27, 0.004933085839367179)	(28, 0.007032271302927682)	(29, 0.010627126409275042)	(30, 0.016819723526778522)	(31, 0.03201257831929766)	(32, 0.05216475876947847)	(33, 0.07601675359918468)	(34, 0.10199417371074589)	(35, 0.13096293310788082)	(36, 0.16528461543709502)	(37, 0.2136970801904591)	(38, 0.2680659836966761)	(39, 0.3316450634242648)	(40, 0.39874027880331736)
SRR2978834 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 2.975830011067112e-05)	(6, 2.975830011067112e-05)	(7, 5.951660022134224e-05)	(8, 5.951660022134224e-05)	(9, 8.927490033201336e-05)	(10, 0.00011903320044268447)	(11, 0.00014879150055335558)	(12, 0.00014879150055335558)	(13, 0.00014879150055335558)	(14, 0.00014879150055335558)	(15, 0.00014879150055335558)	(16, 0.0001785498006640267)	(17, 0.0001785498006640267)	(18, 0.0001785498006640267)	(19, 0.00020830810077469782)	(20, 0.0002678247009960401)	(21, 0.0003570996013280534)	(22, 0.0005356494019920802)	(23, 0.0008332324030987913)	(24, 0.001279606904758858)	(25, 0.0014581567054228848)	(26, 0.0021425976079683206)	(27, 0.0029163134108457695)	(28, 0.004612536517154023)	(29, 0.006993200526007713)	(30, 0.010593954839398918)	(31, 0.021485492679904548)	(32, 0.03401373702649709)	(33, 0.05082717658902627)	(34, 0.07022958826118383)	(35, 0.0908818485379896)	(36, 0.11700963603515883)	(37, 0.15087458156110256)	(38, 0.18985795470608174)	(39, 0.233900238869875)	(40, 0.2818111020480555)
