Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31
ERR1042766 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 4.550439344918752e-05)	(5, 6.825659017378128e-05)	(6, 7.963268853607815e-05)	(7, 7.963268853607815e-05)	(8, 7.963268853607815e-05)	(9, 7.963268853607815e-05)	(10, 9.100878689837504e-05)	(11, 9.100878689837504e-05)	(12, 9.100878689837504e-05)	(13, 9.100878689837504e-05)	(14, 9.100878689837504e-05)	(15, 0.00010238488526067191)	(16, 0.00012513708198526568)	(17, 0.00019339367215904696)	(18, 0.00026165026233282825)	(19, 0.00038678734431809393)	(20, 0.0005346766230279533)	(21, 0.0012741230165772505)	(22, 0.002275219672459376)	(23, 0.002809896295487329)	(24, 0.004140899803876065)	(25, 0.004982731082686033)	(26, 0.005961075541843565)	(27, 0.007906388361796331)	(28, 0.013287282887162756)	(29, 0.03095436364380981)	(30, 0.05284197689286901)	(31, 0.09641243362046606)	(32, 0.1283337656250711)
ERR1042767 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 7.847738623665842e-05)	(5, 0.00017937688282664783)	(6, 0.00017937688282664783)	(7, 0.00019058793800331332)	(8, 0.00019058793800331332)	(9, 0.00023543215870997528)	(10, 0.00023543215870997528)	(11, 0.00024664321388664077)	(12, 0.00026906532423997176)	(13, 0.00026906532423997176)	(14, 0.0002914874345933027)	(15, 0.0003139095449466337)	(16, 0.00038117587600662665)	(17, 0.00043723115188995407)	(18, 0.00048207537259661604)	(19, 0.000549341703656609)	(20, 0.0007623517520132533)	(21, 0.0014686482281431792)	(22, 0.002242211035333098)	(23, 0.0029372964562863584)	(24, 0.0041256683050129)	(25, 0.004899231112202819)	(26, 0.0059306481884560435)	(27, 0.0082513366100258)	(28, 0.015415200867915048)	(29, 0.03161517559819668)	(30, 0.05326372314433774)	(31, 0.09924026042384292)	(32, 0.14420780273744818)
ERR1042768 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 1.331817547388732e-05)	(5, 3.995452642166196e-05)	(6, 3.995452642166196e-05)	(7, 3.995452642166196e-05)	(8, 3.995452642166196e-05)	(9, 3.995452642166196e-05)	(10, 6.65908773694366e-05)	(11, 7.990905284332392e-05)	(12, 7.990905284332392e-05)	(13, 9.322722831721124e-05)	(14, 0.00011986357926498587)	(15, 0.0001331817547388732)	(16, 0.00018645445663442248)	(17, 0.00025304533400385905)	(18, 0.000332954386847183)	(19, 0.0004528179661121689)	(20, 0.0008789995812765631)	(21, 0.002450544287195267)	(22, 0.004448270608278365)	(23, 0.005700179102823773)	(24, 0.008110768863597378)	(25, 0.010015267956363264)	(26, 0.012106221505763574)	(27, 0.015036220110018783)	(28, 0.024265715713422696)	(29, 0.045454932892377425)	(30, 0.07542082770862389)	(31, 0.13507293565616518)	(32, 0.18505604820966431)
ERR1042769 - nextera_transposase_sequence	(1, 3.269726971258446e-05)	(2, 3.269726971258446e-05)	(3, 3.269726971258446e-05)	(4, 9.809180913775337e-05)	(5, 0.00025067906779648085)	(6, 0.0002724772476048705)	(7, 0.0002833763375090653)	(8, 0.0003160736072216498)	(9, 0.0003269726971258446)	(10, 0.0003378717870300394)	(11, 0.00035966996683842905)	(12, 0.0003705690567426239)	(13, 0.00041416541635940315)	(14, 0.0004795599557845721)	(15, 0.0005231563154013514)	(16, 0.0007411381134852478)	(17, 0.0009591199115691442)	(18, 0.0011008080803236767)	(19, 0.00151497349668308)	(20, 0.002484992498156419)	(21, 0.0052751595136302926)	(22, 0.008599381934409712)	(23, 0.010648410836398338)	(24, 0.015029844977884657)	(25, 0.018114287420771792)	(26, 0.02165649163963511)	(27, 0.027694587446559036)	(28, 0.045503700350013374)	(29, 0.08996108806922404)	(30, 0.14846740267494185)	(31, 0.2512240222916906)	(32, 0.348868968743372)
ERR1042770 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 1.1623249567673233e-05)	(4, 0.00012785574524440556)	(5, 0.00027895798962415756)	(6, 0.00030220448875950404)	(7, 0.00030220448875950404)	(8, 0.00030220448875950404)	(9, 0.0003603207365978702)	(10, 0.00038356723573321666)	(11, 0.00041843698443623636)	(12, 0.0004649299827069293)	(13, 0.000499799731409949)	(14, 0.0005927857279513348)	(15, 0.0008252507193047995)	(16, 0.0013250504507147484)	(17, 0.0018132269325570243)	(18, 0.0021503011700195478)	(19, 0.0029290588910536545)	(20, 0.004614430078366274)	(21, 0.009833269134251555)	(22, 0.016818842124423167)	(23, 0.021549504698466174)	(24, 0.030092593130706)	(25, 0.03628778515027583)	(26, 0.041866944942758985)	(27, 0.04866654593984782)	(28, 0.06714751275244826)	(29, 0.12061446076374513)	(30, 0.19308542181818775)	(31, 0.31261892037213923)	(32, 0.41691433874287115)
ERR1042771 - nextera_transposase_sequence	(1, 1.4920407088387e-05)	(2, 1.4920407088387e-05)	(3, 1.4920407088387e-05)	(4, 0.00010444284961870899)	(5, 0.000164124477972257)	(6, 0.000164124477972257)	(7, 0.000164124477972257)	(8, 0.000164124477972257)	(9, 0.000193965292149031)	(10, 0.000238726513414192)	(11, 0.000268567327590966)	(12, 0.000283487734679353)	(13, 0.000283487734679353)	(14, 0.000373010177209675)	(15, 0.00040285099138644896)	(16, 0.000611736690623867)	(17, 0.0008057019827728979)	(18, 0.000984746867833542)	(19, 0.001372677452131604)	(20, 0.002103777399462567)	(21, 0.004416440498162552)	(22, 0.007564646393812209)	(23, 0.00974302582871671)	(24, 0.014144545919790875)	(25, 0.017173388558733436)	(26, 0.020276833233117932)	(27, 0.024484388032043065)	(28, 0.0371816544642604)	(29, 0.07185668053767179)	(30, 0.11631949366106505)	(31, 0.1984115734613703)	(32, 0.2701936519636002)
ERR1042772 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 2.60559737032691e-05)	(5, 7.81679211098073e-05)	(6, 9.119590796144185e-05)	(7, 0.0001042238948130764)	(8, 0.00011725188166471094)	(9, 0.00011725188166471094)	(10, 0.0001563358422196146)	(11, 0.0001823918159228837)	(12, 0.0001823918159228837)	(13, 0.0001823918159228837)	(14, 0.0002084477896261528)	(15, 0.00022147577647778734)	(16, 0.0002345037633294219)	(17, 0.00024753175018105643)	(18, 0.0002735877238843255)	(19, 0.00032569967129086376)	(20, 0.00045597953980720926)	(21, 0.0008468191453562458)	(22, 0.0011985747903503787)	(23, 0.0013939945931248968)	(24, 0.001823918159228837)	(25, 0.0021626458173713355)	(26, 0.0028531291205079663)	(27, 0.006058013886010066)	(28, 0.015073380787341174)	(29, 0.029938313785056195)	(30, 0.05065281287915513)	(31, 0.09651132659690874)	(32, 0.14644760019922398)
ERR1042773 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 1.4606086268511571e-05)	(4, 8.763651761106943e-05)	(5, 0.00018987912149065041)	(6, 0.00018987912149065041)	(7, 0.00018987912149065041)	(8, 0.00018987912149065041)	(9, 0.000204485207759162)	(10, 0.00023369738029618514)	(11, 0.00023369738029618514)	(12, 0.0002483034665646967)	(13, 0.0002483034665646967)	(14, 0.00032133389790725455)	(15, 0.00037975824298130083)	(16, 0.0005550312782034397)	(17, 0.0006426677958145091)	(18, 0.0007595164859626017)	(19, 0.0009347895211847405)	(20, 0.0012707295053605067)	(21, 0.0025998833557950595)	(22, 0.004235765017868356)	(23, 0.00511213019397905)	(24, 0.0071715883578391815)	(25, 0.00873443958856992)	(26, 0.010487169940791309)	(27, 0.014240934111798782)	(28, 0.02529774141706204)	(29, 0.05456833829915923)	(30, 0.0927778599775855)	(31, 0.16049167591840516)	(32, 0.22158893477958905)
ERR1042774 - nextera_transposase_sequence	(1, 7.1130256214739395e-06)	(2, 7.1130256214739395e-06)	(3, 7.1130256214739395e-06)	(4, 3.55651281073697e-05)	(5, 7.11302562147394e-05)	(6, 7.824328183621333e-05)	(7, 8.535630745768728e-05)	(8, 9.246933307916122e-05)	(9, 0.0001066953843221091)	(10, 0.00012803446118653093)	(11, 0.00012803446118653093)	(12, 0.0001422605124294788)	(13, 0.0001422605124294788)	(14, 0.00016359958929390063)	(15, 0.00016359958929390063)	(16, 0.00019205169177979636)	(17, 0.00024184287113011396)	(18, 0.00025606892237306186)	(19, 0.0003058601017233794)	(20, 0.00038410338355959273)	(21, 0.0006615113827970764)	(22, 0.0010669538432210909)	(23, 0.0013870399961874182)	(24, 0.0019631950715268075)	(25, 0.0024397677881655613)	(26, 0.003200861529663273)	(27, 0.005825567983987157)	(28, 0.014503459242185364)	(29, 0.035145459595702734)	(30, 0.06120047244716178)	(31, 0.12055155823274033)	(32, 0.1806068335548448)
ERR1042779 - nextera_transposase_sequence	(1, 3.062920972963392e-05)	(2, 3.062920972963392e-05)	(3, 4.0838946306178564e-05)	(4, 8.167789261235713e-05)	(5, 0.00019398499495434818)	(6, 0.00019398499495434818)	(7, 0.00020419473153089282)	(8, 0.0002246142046839821)	(9, 0.0002450336778370714)	(10, 0.00026545315099016066)	(11, 0.0002960823607197946)	(12, 0.0003267115704494285)	(13, 0.0003471310436025178)	(14, 0.0004390186727914196)	(15, 0.0005206965654037767)	(16, 0.0007453107700877589)	(17, 0.0009495055016186517)	(18, 0.0011332807599964553)	(19, 0.0015722994327878749)	(20, 0.0024911757246768923)	(21, 0.005605145380523008)	(22, 0.009729878957447043)	(23, 0.01225168389185357)	(24, 0.01714214771201845)	(25, 0.0213383494449783)	(26, 0.02536098565613689)	(27, 0.030098303427653603)	(28, 0.043319912294278916)	(29, 0.08061608000839648)	(30, 0.1282853400842834)	(31, 0.20135642476261342)	(32, 0.2583982230157683)
ERR1042780 - nextera_transposase_sequence	(1, 6.212175615719786e-05)	(2, 8.541741471614706e-05)	(3, 9.318263423579679e-05)	(4, 0.00018636526847159358)	(5, 0.0004270870735807353)	(6, 0.00043485229310038506)	(7, 0.00043485229310038506)	(8, 0.00046591317117898395)	(9, 0.0004736783906986337)	(10, 0.0005202697078165321)	(11, 0.0005280349273361818)	(12, 0.0005590958054147808)	(13, 0.0005746262444540802)	(14, 0.0006134523420523289)	(15, 0.0006600436591702273)	(16, 0.0006911045372488262)	(17, 0.0007066349762881257)	(18, 0.0007920523910042727)	(19, 0.0008231132690828716)	(20, 0.0008541741471614706)	(21, 0.000986182878995516)	(22, 0.0011647829279474598)	(23, 0.0013278525378601044)	(24, 0.0016151656600871445)	(25, 0.0021121397093447273)	(26, 0.003113853027379543)	(27, 0.007625445568296038)	(28, 0.01920338787209379)	(29, 0.03499784437506134)	(30, 0.05539707605318119)	(31, 0.10257854985457297)	(32, 0.15867449566452263)
ERR1042783 - nextera_transposase_sequence	(1, 3.485163918585874e-05)	(2, 3.485163918585874e-05)	(3, 3.485163918585874e-05)	(4, 7.841618816818216e-05)	(5, 0.00013940655674343495)	(6, 0.00013940655674343495)	(7, 0.00013940655674343495)	(8, 0.00013940655674343495)	(9, 0.00013940655674343495)	(10, 0.00013940655674343495)	(11, 0.000165545286132829)	(12, 0.000165545286132829)	(13, 0.00018297110572575837)	(14, 0.00020039692531868776)	(15, 0.00020910983511515243)	(16, 0.00021782274491161712)	(17, 0.00024396147430101118)	(18, 0.00024396147430101118)	(19, 0.0002613872938939405)	(20, 0.00035722930165505204)	(21, 0.0005750520465666692)	(22, 0.0008887167992393979)	(23, 0.001219807371505056)	(24, 0.0016206012221424313)	(25, 0.002091098351151524)	(26, 0.002761992405479305)	(27, 0.004957645674188406)	(28, 0.011222227817846514)	(29, 0.02306307223124202)	(30, 0.038807300233453704)	(31, 0.07546251174718063)	(32, 0.11646546524934344)
ERR1042784 - nextera_transposase_sequence	(1, 2.3481084929440512e-05)	(2, 3.130811323925402e-05)	(3, 3.130811323925402e-05)	(4, 0.00011740542464720257)	(5, 0.00024263787760421865)	(6, 0.00024263787760421865)	(7, 0.00025046490591403215)	(8, 0.00025046490591403215)	(9, 0.00025046490591403215)	(10, 0.00026611896253365914)	(11, 0.00026611896253365914)	(12, 0.00026611896253365914)	(13, 0.00026611896253365914)	(14, 0.0002974270757729132)	(15, 0.0003130811323925402)	(16, 0.00032090816070235367)	(17, 0.00032873518901216717)	(18, 0.0003522162739416077)	(19, 0.0003678703305612347)	(20, 0.00041483250042011573)	(21, 0.0005400649533771318)	(22, 0.000727913632812656)	(23, 0.0008609731140794856)	(24, 0.0011349191049229582)	(25, 0.0013853840108369903)	(26, 0.0019332759925239356)	(27, 0.004610119674480154)	(28, 0.011951872229085222)	(29, 0.023848955260001747)	(30, 0.039322990228503045)	(31, 0.07896688861770845)	(32, 0.1261638693258839)
ERR1042785 - nextera_transposase_sequence	(1, 6.532699722432121e-06)	(2, 1.9598099167296365e-05)	(3, 1.9598099167296365e-05)	(4, 0.0001241212947262103)	(5, 0.00026130798889728487)	(6, 0.0002743733883421491)	(7, 0.0002809060880645812)	(8, 0.00030050418723187757)	(9, 0.0003070368869543097)	(10, 0.00032663498612160605)	(11, 0.0003397003855664703)	(12, 0.00035929848473376666)	(13, 0.0003658311844561988)	(14, 0.00038542928362349514)	(15, 0.00040502738279079155)	(16, 0.00041809278223565576)	(17, 0.00043115818168052003)	(18, 0.0004507562808478164)	(19, 0.0004703543800151127)	(20, 0.0004964851789048412)	(21, 0.0006271391733534837)	(22, 0.0008296528647488794)	(23, 0.0009341760603077934)	(24, 0.0012608110464293995)	(25, 0.0016985019278323516)	(26, 0.002528154792581231)	(27, 0.005644252560181353)	(28, 0.014228219995457161)	(29, 0.027267488641431675)	(30, 0.0452912071756219)	(31, 0.09134674021876836)	(32, 0.14544402662022876)
ERR1042786 - nextera_transposase_sequence	(1, 1.8995702285676875e-05)	(2, 1.8995702285676875e-05)	(3, 1.8995702285676875e-05)	(4, 3.165950380946146e-05)	(5, 9.497851142838437e-05)	(6, 0.00010131041219027665)	(7, 0.00010764231295216895)	(8, 0.00011397421371406124)	(9, 0.00012663801523784583)	(10, 0.00013296991599973812)	(11, 0.00013296991599973812)	(12, 0.0001456337175235227)	(13, 0.0001456337175235227)	(14, 0.000151965618285415)	(15, 0.00016462941980919957)	(16, 0.00017096132057109185)	(17, 0.00017729322133298414)	(18, 0.00017729322133298414)	(19, 0.0002026208243805533)	(20, 0.00025327603047569166)	(21, 0.0004115735495229989)	(22, 0.0005698710685703062)	(23, 0.0007281685876176135)	(24, 0.0010131041219027667)	(25, 0.001196729243997643)	(26, 0.001589307091234965)	(27, 0.003634511037326175)	(28, 0.009554838249695467)	(29, 0.019040025591010118)	(30, 0.03300819867174452)	(31, 0.06811858839643727)	(32, 0.10835781773826278)
ERR1042809 - nextera_transposase_sequence	(1, 2.8987870387984528e-05)	(2, 5.0728773178972926e-05)	(3, 5.0728773178972926e-05)	(4, 0.0001594332871339149)	(5, 0.0004058301854317834)	(6, 0.00042757108822277177)	(7, 0.0004348180558197679)	(8, 0.0004348180558197679)	(9, 0.00044206502341676403)	(10, 0.00046380592620775244)	(11, 0.0005000407641927331)	(12, 0.0005145346993867254)	(13, 0.0005145346993867254)	(14, 0.0005725104401626944)	(15, 0.0006087452781476751)	(16, 0.0006304861809386634)	(17, 0.0006812149541176364)	(18, 0.0007029558569086248)	(19, 0.0007319437272966093)	(20, 0.0007754255328785861)	(21, 0.0008623891440425397)	(22, 0.0010073284959824624)	(23, 0.0011522678479223849)	(24, 0.0015725919685481606)	(25, 0.0020508918299499052)	(26, 0.002964009747171418)	(27, 0.005891784656357855)	(28, 0.012848873549474142)	(29, 0.02233515413394208)	(30, 0.035321720067759146)	(31, 0.07196963520576859)	(32, 0.11617613754744499)
ERR1042812 - nextera_transposase_sequence	(1, 4.0011887531785695e-05)	(2, 4.0011887531785695e-05)	(3, 4.501337347325891e-05)	(4, 0.00013504012041977672)	(5, 0.00032009510025428556)	(6, 0.00032509658619575874)	(7, 0.000330098072137232)	(8, 0.0003501040159031248)	(9, 0.00037511144561049086)	(10, 0.0004301277909666962)	(11, 0.00044513224879111585)	(12, 0.00045013373473258903)	(13, 0.0004601367066155355)	(14, 0.0005351589957376336)	(15, 0.0005501634535620533)	(16, 0.0005851738551523657)	(17, 0.0006351887145670978)	(18, 0.0006902050599233032)	(19, 0.0007752303209283478)	(20, 0.000945280842938437)	(21, 0.0012903833729000886)	(22, 0.0017405171076326777)	(23, 0.0022106567861311594)	(24, 0.003050906424298659)	(25, 0.00383113823116848)	(26, 0.005331584013610444)	(27, 0.009117708871305665)	(28, 0.01822041328478691)	(29, 0.03268471062752744)	(30, 0.05180038989583805)	(31, 0.09928449742418473)	(32, 0.15297544900589966)
ERR1042814 - nextera_transposase_sequence	(1, 9.147691305668275e-05)	(2, 9.147691305668275e-05)	(3, 9.147691305668275e-05)	(4, 0.00017151921198128015)	(5, 0.00036019034516068837)	(6, 0.000365907652226731)	(7, 0.000365907652226731)	(8, 0.000383059573424859)	(9, 0.0004116461087550724)	(10, 0.0004573845652834138)	(11, 0.00046310187234945645)	(12, 0.0004688191794154991)	(13, 0.0004688191794154991)	(14, 0.0005317095571419685)	(15, 0.0005431441712740538)	(16, 0.0005545787854061392)	(17, 0.0005660133995382245)	(18, 0.0005831653207363526)	(19, 0.0005945999348684379)	(20, 0.0006174691631326086)	(21, 0.0007089460761892913)	(22, 0.0008232922175101448)	(23, 0.0009719422012272543)	(24, 0.0012120690980010466)	(25, 0.0015493902148975643)	(26, 0.002304074747615197)	(27, 0.0058430878214956105)	(28, 0.013933077319945992)	(29, 0.025659274112399513)	(30, 0.04110743780484681)	(31, 0.07570858016853707)	(32, 0.11799950053605471)
ERR1042815 - nextera_transposase_sequence	(1, 1.898342253643583e-05)	(2, 1.898342253643583e-05)	(3, 1.898342253643583e-05)	(4, 5.69502676093075e-05)	(5, 0.0003037347605829733)	(6, 0.0003037347605829733)	(7, 0.0003037347605829733)	(8, 0.0003037347605829733)	(9, 0.00032271818311940917)	(10, 0.0003986518732651525)	(11, 0.0003986518732651525)	(12, 0.0003986518732651525)	(13, 0.0003986518732651525)	(14, 0.00043661871833802415)	(15, 0.00043661871833802415)	(16, 0.00043661871833802415)	(17, 0.00045560214087446)	(18, 0.0004745855634108958)	(19, 0.0004935689859473316)	(20, 0.0005315358310202033)	(21, 0.0006074695211659466)	(22, 0.0006644197887752542)	(23, 0.0007023866338481258)	(24, 0.0009681545493582275)	(25, 0.001233922464868329)	(26, 0.0017464748733520966)	(27, 0.005315358310202033)	(28, 0.014693169043201334)	(29, 0.02727917818485829)	(30, 0.04250388305907983)	(31, 0.0795215570051297)	(32, 0.13174495240286468)
ERR1042826 - nextera_transposase_sequence	(1, 1.829286083605508e-05)	(2, 1.829286083605508e-05)	(3, 1.829286083605508e-05)	(4, 8.231787376224788e-05)	(5, 0.00013719645627041313)	(6, 0.00014634288668844065)	(7, 0.0001554893171064682)	(8, 0.0001554893171064682)	(9, 0.0001554893171064682)	(10, 0.0001554893171064682)	(11, 0.00016463574752449575)	(12, 0.00016463574752449575)	(13, 0.00016463574752449575)	(14, 0.00023780719086871608)	(15, 0.00023780719086871608)	(16, 0.00025610005170477115)	(17, 0.0002926857733768813)	(18, 0.0002926857733768813)	(19, 0.0003292714950489915)	(20, 0.0004024429383932118)	(21, 0.0005122001034095423)	(22, 0.0007042751421881206)	(23, 0.0008506180288765613)	(24, 0.001216475245597663)	(25, 0.0015823324623187645)	(26, 0.0019847754007119764)	(27, 0.003503082850104548)	(28, 0.007975687324520015)	(29, 0.017268460629236)	(30, 0.032195435071456946)	(31, 0.07174460019900804)	(32, 0.11249194771132073)
ERR1042833 - nextera_transposase_sequence	(1, 0.0002171418609491767)	(2, 0.00022748194956580416)	(3, 0.00022748194956580416)	(4, 0.00042394363328172597)	(5, 0.0006617656714641576)	(6, 0.0006721057600807851)	(7, 0.0006824458486974125)	(8, 0.0007031260259306674)	(9, 0.0007341462917805498)	(10, 0.0007858467348636871)	(11, 0.0007961868234803146)	(12, 0.0008168670007135695)	(13, 0.0008168670007135695)	(14, 0.0008789075324133343)	(15, 0.0008789075324133343)	(16, 0.0008892476210299617)	(17, 0.0009099277982632166)	(18, 0.0009306079754964716)	(19, 0.0009719683299629814)	(20, 0.0009926485071962365)	(21, 0.0010443489502793737)	(22, 0.0011063894819791384)	(23, 0.001251150722611923)	(24, 0.001478632672177727)	(25, 0.001633734001427139)	(26, 0.002005977191625728)	(27, 0.003401889154870435)	(28, 0.00856159337456754)	(29, 0.01600645717853931)	(30, 0.032902161978108586)	(31, 0.08247254680622064)	(32, 0.14614681250741254)
ERR1042834 - nextera_transposase_sequence	(1, 0.000299659586709498)	(2, 0.0003126882643925197)	(3, 0.0003126882643925197)	(4, 0.0005732618180529527)	(5, 0.000977150826226624)	(6, 0.0010032081815926673)	(7, 0.0010032081815926673)	(8, 0.0010032081815926673)	(9, 0.0010813802476907972)	(10, 0.0011856096691549704)	(11, 0.0012246957022040354)	(12, 0.0012246957022040354)	(13, 0.001237724379887057)	(14, 0.0013028677683021652)	(15, 0.0013289251236682086)	(16, 0.001354982479034252)	(17, 0.001381039834400295)	(18, 0.0014201258674493601)	(19, 0.0014201258674493601)	(20, 0.0014592119004984251)	(21, 0.0015504126442795767)	(22, 0.0017197854541588582)	(23, 0.0020194450408683564)	(24, 0.0025666495035552655)	(25, 0.0028272230572156986)	(26, 0.0036219723958800195)	(27, 0.0060453064449220465)	(28, 0.015035094046206987)	(29, 0.02782925553093425)	(30, 0.05412112709527195)	(31, 0.11891274121293863)	(32, 0.19290260177481858)
